Initializing POSE...  
7 31225 31240
7 31240 31265
7 31265 31290
7 31290 31305
7 31305 31320
7 31320 31335
7 31335 31350
7 31350 31375
7 31375 31400
7 31400 31425
7 31425 31450
7 31450 31475
7 31475 31490
7 31490 31515
7 31515 31530
7 31530 31555
7 31555 31580
7 31580 31605
7 31605 31620
7 31620 31645
7 31645 31660
7 31660 31685
7 31685 31710
7 31710 31735
7 31735 31760
7 31760 31775
7 31775 31800
7 31800 31825
8 31755 31780
8 31780 31805
8 31805 31830
5 31715 31730
5 31730 31745
5 31745 31770
5 31770 31785
5 31785 31810
5 31810 31835
5 31835 31860
5 31860 31885
5 31900 31925
6 31715 31730
6 31730 31755
6 31755 31780
6 31780 31795
6 31795 31820
6 31895 31910
6 31910 31935
6 31935 31960
6 31960 31985
11 31930 31955
8 31910 31925
8 31925 31940
8 31940 31965
8 32025 32050
8 32105 32130
12 31930 31955
5 32035 32060
5 32065 32090
1 31710 31725
1 31725 31740
1 31740 31755
1 31755 31770
1 31770 31785
1 31785 31800
1 31800 31825
1 31825 31840
1 31840 31865
1 31865 31890
1 31890 31905
1 31905 31920
1 31920 31945
1 31945 31970
1 31970 31995
1 31995 32020
1 32020 32035
1 32035 32060
1 32060 32075
1 32075 32100
1 32100 32115
1 32115 32140
1 32140 32165
1 32165 32190
1 32190 32205
1 32205 32230
1 32230 32245
1 32245 32260
6 32035 32060
6 32175 32200
6 32200 32225
6 32250 32275
7 31825 31850
7 31850 31875
7 31875 31900
7 31900 31915
7 31915 31940
7 31940 31955
7 31955 31980
7 31980 32005
7 32005 32030
7 32030 32045
7 32045 32070
7 32070 32095
7 32095 32120
7 32120 32145
7 32145 32170
7 32170 32185
7 32185 32210
7 32210 32235
7 32235 32250
7 32250 32275
7 32275 32300
7 32300 32315
7 32315 32340
7 32340 32365
7 32365 32380
7 32380 32395
8 32235 32250
8 32250 32275
8 32275 32300
5 32245 32260
5 32260 32285
5 32285 32310
5 32310 32335
5 32345 32370
5 32400 32425
6 32280 32305
6 32345 32370
6 32385 32410
6 32410 32435
8 32500 32525
8 32630 32645
8 32645 32660
8 32660 32675
8 32675 32700
8 32700 32725
1 32260 32275
1 32275 32290
1 32290 32315
1 32315 32340
1 32340 32355
1 32355 32380
1 32380 32395
1 32395 32420
1 32420 32445
1 32445 32470
1 32470 32495
1 32495 32510
1 32510 32535
1 32535 32560
1 32560 32585
1 32585 32610
1 32610 32625
1 32625 32640
1 32640 32665
1 32665 32680
1 32680 32695
1 32695 32720
1 32720 32745
1 32745 32760
1 32760 32785
5 32615 32630
5 32630 32645
5 32645 32660
5 32660 32685
5 32685 32700
5 32700 32725
5 32725 32750
5 32770 32795
6 32565 32580
6 32580 32595
6 32595 32620
6 32620 32635
6 32635 32650
6 32650 32665
6 32665 32690
6 32690 32705
6 32705 32730
6 32770 32785
6 32785 32810
6 32810 32835
6 32855 32880
12 32650 32665
12 32665 32690
12 32690 32715
12 32860 32875
12 32875 32900
7 32395 32410
7 32410 32435
7 32435 32460
7 32460 32485
7 32485 32510
7 32510 32535
7 32535 32560
7 32560 32575
7 32575 32600
7 32600 32625
7 32625 32640
7 32640 32665
7 32665 32690
7 32690 32715
7 32715 32740
7 32740 32765
7 32765 32780
7 32780 32805
7 32805 32830
7 32830 32855
7 32855 32880
7 32880 32895
7 32895 32910
7 32910 32935
7 32935 32960
8 32745 32760
8 32760 32785
8 32785 32810
8 32840 32855
8 32855 32870
8 32870 32885
8 32885 32910
8 32910 32935
8 32935 32960
8 32975 33000
8 33040 33065
5 32900 32925
5 32955 32980
5 32980 33005
5 33020 33045
5 33060 33075
5 33075 33090
5 33090 33115
5 33115 33130
5 33130 33155
12 32900 32925
1 32785 32810
1 32810 32835
1 32835 32850
1 32850 32865
1 32865 32890
1 32890 32915
1 32915 32930
1 32930 32955
1 32955 32970
1 32970 32985
1 32985 33010
1 33010 33035
1 33035 33050
1 33050 33075
1 33075 33100
1 33100 33115
1 33115 33130
1 33130 33155
1 33155 33180
1 33180 33205
1 33205 33230
1 33230 33255
6 32900 32925
6 32965 32980
6 32980 33005
6 33005 33030
6 33030 33055
6 33060 33075
6 33075 33090
6 33090 33105
6 33105 33130
6 33130 33155
6 33155 33170
6 33170 33185
6 33185 33210
6 33210 33225
6 33225 33240
6 33240 33265
6 33265 33280
8 33100 33125
7 32960 32975
7 32975 32990
7 32990 33015
7 33015 33030
7 33030 33055
7 33055 33070
7 33070 33085
7 33085 33110
7 33110 33135
7 33135 33150
7 33150 33165
7 33165 33180
7 33180 33205
7 33205 33220
7 33220 33235
7 33235 33250
7 33250 33265
7 33265 33280
7 33280 33305
7 33305 33330
7 33330 33345
7 33345 33370
7 33370 33395
7 33395 33420
7 33420 33435
7 33435 33450
7 33450 33465
7 33465 33480
5 33155 33180
5 33180 33195
5 33195 33210
5 33210 33225
5 33225 33240
5 33240 33265
5 33265 33290
5 33290 33315
5 33315 33340
5 33340 33365
5 33365 33380
5 33380 33395
5 33395 33420
5 33420 33445
5 33445 33460
5 33460 33475
5 33475 33500
5 33500 33525
5 33525 33540
5 33540 33565
5 33565 33590
8 33455 33470
8 33470 33495
8 33495 33520
8 33520 33545
8 33550 33565
8 33565 33580
8 33580 33605
12 33570 33595
1 33255 33280
1 33280 33305
1 33305 33330
1 33330 33345
1 33345 33360
1 33360 33385
1 33385 33410
1 33410 33425
1 33425 33450
1 33450 33465
1 33465 33480
1 33480 33505
1 33505 33520
1 33520 33545
1 33545 33560
1 33560 33585
1 33585 33610
1 33610 33635
1 33635 33660
1 33660 33675
1 33675 33700
1 33700 33715
1 33715 33730
1 33730 33755
6 33280 33305
6 33305 33330
6 33330 33355
6 33355 33370
6 33370 33395
6 33395 33420
6 33420 33445
6 33445 33460
6 33460 33475
6 33475 33490
6 33490 33505
6 33505 33520
6 33520 33545
6 33545 33570
6 33570 33595
11 33570 33595
8 33800 33825
5 33590 33615
5 33615 33640
5 33640 33665
5 33665 33680
5 33680 33705
5 33705 33730
5 33730 33745
5 33745 33770
5 33770 33795
5 33815 33840
5 33905 33930
5 33930 33955
6 33705 33730
6 33730 33755
6 33780 33795
6 33795 33820
6 33820 33845
6 33920 33945
7 33480 33495
7 33495 33510
7 33510 33535
7 33535 33550
7 33550 33575
7 33575 33600
7 33600 33625
7 33625 33640
7 33640 33665
7 33665 33690
7 33690 33705
7 33705 33720
7 33720 33745
7 33745 33770
7 33770 33795
7 33795 33820
7 33820 33845
7 33845 33870
7 33870 33895
7 33895 33920
7 33920 33945
7 33945 33970
7 33970 33985
7 33985 34010
8 33935 33960
5 34090 34105
5 34105 34130
5 34130 34155
5 34155 34180
5 34180 34195
5 34195 34220
5 34220 34245
6 33975 34000
6 34025 34050
6 34090 34115
1 33755 33780
1 33780 33795
1 33795 33810
1 33810 33825
1 33825 33850
1 33850 33875
1 33875 33900
1 33900 33915
1 33915 33930
1 33930 33945
1 33945 33970
1 33970 33995
1 33995 34020
1 34020 34035
1 34035 34060
1 34060 34085
1 34085 34100
1 34100 34125
1 34125 34140
1 34140 34165
1 34165 34190
1 34190 34215
1 34215 34240
1 34240 34265
1 34265 34290
1 34290 34315
1 34315 34330
6 34320 34345
5 34320 34345
5 34410 34435
5 34435 34460
7 34010 34035
7 34035 34060
7 34060 34075
7 34075 34100
7 34100 34125
7 34125 34140
7 34140 34155
7 34155 34180
7 34180 34205
7 34205 34230
7 34230 34255
7 34255 34280
7 34280 34305
7 34305 34330
7 34330 34355
7 34355 34380
7 34380 34395
7 34395 34420
7 34420 34435
7 34435 34460
7 34460 34485
7 34485 34500
7 34500 34525
7 34525 34540
7 34540 34565
7 34565 34590
7 34590 34615
7 34615 34640
8 34360 34375
8 34375 34400
8 34400 34425
8 34425 34450
6 34490 34515
6 34515 34540
6 34570 34595
6 34660 34685
5 34570 34585
5 34585 34610
5 34610 34635
5 34635 34660
5 34660 34685
5 34765 34790
5 34800 34825
5 34825 34850
8 34750 34775
8 34805 34820
8 34820 34835
8 34835 34860
10 34825 34850
11 34825 34850
1 34330 34355
1 34355 34370
1 34370 34385
1 34385 34410
1 34410 34425
1 34425 34450
1 34450 34475
1 34475 34500
1 34500 34515
1 34515 34540
1 34540 34565
1 34565 34580
1 34580 34595
1 34595 34620
1 34620 34645
1 34645 34670
1 34670 34695
1 34695 34720
1 34720 34745
1 34745 34760
1 34760 34775
1 34775 34800
1 34800 34815
1 34815 34830
1 34830 34845
1 34845 34870
1 34870 34885
1 34885 34910
9 34880 34905
6 34815 34840
6 34905 34920
6 34920 34945
6 34945 34970
6 34970 34985
6 34985 35000
6 35000 35025
6 35025 35050
11 34935 34960
12 34935 34960
7 34640 34655
7 34655 34670
7 34670 34695
7 34695 34720
7 34720 34745
7 34745 34770
7 34770 34795
7 34795 34810
7 34810 34835
7 34835 34860
7 34860 34885
7 34885 34900
7 34900 34915
7 34915 34930
7 34930 34945
7 34945 34960
7 34960 34985
7 34985 35010
7 35010 35025
7 35025 35040
7 35040 35055
7 35055 35080
7 35080 35105
7 35105 35120
7 35120 35135
7 35135 35160
7 35160 35185
8 34860 34875
8 34875 34890
8 34890 34915
8 34915 34930
8 34930 34945
8 34945 34970
8 35110 35135
5 34885 34900
5 34900 34925
5 34925 34950
5 34950 34975
5 34975 34990
5 34990 35005
5 35005 35030
5 35030 35045
5 35045 35070
5 35070 35095
5 35125 35140
5 35140 35155
5 35155 35180
5 35180 35205
5 35205 35230
5 35235 35250
1 34910 34935
1 34935 34960
1 34960 34975
1 34975 35000
1 35000 35015
1 35015 35030
1 35030 35055
1 35055 35080
1 35080 35105
1 35105 35120
1 35120 35145
1 35145 35160
1 35160 35175
1 35175 35190
1 35190 35205
1 35205 35230
1 35230 35245
1 35245 35270
1 35270 35285
1 35285 35310
1 35310 35335
6 35050 35075
6 35075 35100
6 35100 35125
6 35125 35150
6 35150 35165
6 35165 35190
6 35195 35220
6 35230 35245
6 35245 35270
6 35270 35295
6 35295 35320
6 35405 35430
6 35430 35455
8 35150 35175
8 35175 35200
8 35275 35300
8 35340 35355
8 35355 35380
8 35380 35405
5 35250 35265
5 35265 35290
5 35290 35305
5 35305 35330
5 35375 35400
5 35405 35420
5 35420 35445
5 35445 35470
5 35500 35525
6 35500 35525
8 35485 35510
8 35665 35690
5 35655 35680
5 35725 35750
5 35765 35780
5 35780 35795
5 35795 35820
7 35185 35210
7 35210 35225
7 35225 35250
7 35250 35265
7 35265 35280
7 35280 35305
7 35305 35330
7 35330 35345
7 35345 35370
7 35370 35385
7 35385 35400
7 35400 35415
7 35415 35440
7 35440 35465
7 35465 35490
7 35490 35515
7 35515 35540
7 35540 35565
7 35565 35590
7 35590 35605
7 35605 35630
7 35630 35655
7 35655 35670
7 35670 35695
7 35695 35720
7 35720 35735
7 35735 35760
1 35335 35350
1 35350 35375
1 35375 35400
1 35400 35415
1 35415 35430
1 35430 35455
1 35455 35480
1 35480 35495
1 35495 35510
1 35510 35535
1 35535 35560
1 35560 35585
1 35585 35610
1 35610 35635
1 35635 35660
1 35660 35675
1 35675 35700
1 35700 35725
1 35725 35750
1 35750 35765
1 35765 35790
1 35790 35815
1 35815 35830
1 35830 35855
1 35855 35880
1 35880 35905
12 35840 35865
6 35725 35750
6 35780 35805
6 35805 35830
8 35750 35775
8 35820 35835
8 35835 35850
8 35850 35875
11 35840 35865
5 36010 36035
6 36010 36035
6 36095 36120
6 36120 36135
6 36135 36160
8 36130 36155
7 35760 35775
7 35775 35790
7 35790 35815
7 35815 35840
7 35840 35865
7 35865 35890
7 35890 35915
7 35915 35940
7 35940 35965
7 35965 35990
7 35990 36015
7 36015 36040
7 36040 36065
7 36065 36090
7 36090 36105
7 36105 36120
7 36120 36135
7 36135 36160
7 36160 36185
7 36185 36210
7 36210 36225
7 36225 36240
7 36240 36265
7 36265 36290
7 36290 36315
7 36315 36330
1 35905 35930
1 35930 35955
1 35955 35980
1 35980 36005
1 36005 36020
1 36020 36045
1 36045 36070
1 36070 36095
1 36095 36110
1 36110 36125
1 36125 36140
1 36140 36165
1 36165 36190
1 36190 36205
1 36205 36230
1 36230 36255
1 36255 36270
1 36270 36295
1 36295 36320
1 36320 36335
1 36335 36360
1 36360 36375
1 36375 36390
1 36390 36405
1 36405 36430
5 36115 36130
5 36130 36155
5 36155 36180
5 36180 36195
5 36195 36220
5 36220 36245
5 36245 36270
5 36270 36295
5 36295 36320
5 36320 36345
5 36345 36370
5 36370 36395
5 36420 36435
5 36435 36460
8 36325 36350
8 36390 36405
8 36405 36420
8 36420 36445
10 36410 36435
6 36215 36240
6 36335 36350
6 36350 36375
6 36375 36400
6 36400 36415
6 36415 36430
6 36430 36445
6 36445 36460
6 36460 36485
6 36485 36510
9 36410 36435
5 36460 36485
5 36485 36510
5 36600 36625
8 36640 36665
7 36330 36345
7 36345 36370
7 36370 36395
7 36395 36410
7 36410 36435
7 36435 36460
7 36460 36475
7 36475 36500
7 36500 36525
7 36525 36550
7 36550 36575
7 36575 36600
7 36600 36625
7 36625 36650
7 36650 36675
7 36675 36700
7 36700 36725
7 36725 36750
7 36750 36775
7 36775 36800
7 36800 36825
7 36825 36840
7 36840 36865
7 36865 36890
7 36890 36915
8 36810 36825
8 36825 36850
8 36850 36875
8 36875 36890
8 36890 36915
8 36950 36975
1 36430 36445
1 36445 36470
1 36470 36495
1 36495 36520
1 36520 36545
1 36545 36570
1 36570 36595
1 36595 36610
1 36610 36635
1 36635 36650
1 36650 36675
1 36675 36700
1 36700 36725
1 36725 36750
1 36750 36765
1 36765 36780
1 36780 36805
1 36805 36820
1 36820 36835
1 36835 36850
1 36850 36865
1 36865 36880
1 36880 36905
1 36905 36930
1 36930 36945
1 36945 36960
1 36960 36985
1 36985 37010
1 37010 37025
1 37025 37050
1 37050 37065
1 37065 37080
5 36755 36780
5 36830 36855
5 36855 36880
5 36935 36960
6 36770 36785
6 36785 36810
6 36810 36835
6 36835 36860
6 36865 36890
6 36935 36960
12 36880 36905
5 37015 37040
5 37070 37095
5 37095 37110
5 37110 37135
5 37135 37160
8 37070 37095
8 37200 37225
6 37055 37070
6 37070 37085
6 37085 37100
6 37100 37115
6 37115 37140
6 37140 37165
6 37165 37190
6 37315 37340
1 37080 37105
1 37105 37120
1 37120 37145
1 37145 37170
1 37170 37195
1 37195 37210
1 37210 37235
1 37235 37260
1 37260 37285
1 37285 37310
1 37310 37325
1 37325 37340
1 37340 37355
1 37355 37380
1 37380 37405
1 37405 37420
1 37420 37445
1 37445 37470
1 37470 37485
1 37485 37510
1 37510 37525
7 36915 36940
7 36940 36965
7 36965 36990
7 36990 37015
7 37015 37040
7 37040 37065
7 37065 37080
7 37080 37095
7 37095 37110
7 37110 37125
7 37125 37150
7 37150 37175
7 37175 37200
7 37200 37225
7 37225 37250
7 37250 37265
7 37265 37290
7 37290 37315
7 37315 37330
7 37330 37355
7 37355 37380
7 37380 37405
7 37405 37430
7 37430 37445
7 37445 37460
8 37345 37370
5 37315 37340
5 37340 37365
5 37410 37425
5 37425 37450
5 37450 37475
5 37475 37500
5 37515 37540
5 37555 37570
5 37570 37595
5 37595 37620
6 37410 37435
6 37435 37460
6 37475 37500
6 37530 37555
8 37540 37555
8 37555 37580
8 37580 37605
8 37690 37715
8 37725 37740
5 37635 37660
5 37675 37700
5 37720 37745
5 37850 37875
6 37675 37700
6 37810 37835
8 37740 37765
8 37765 37790
8 37790 37815
7 37460 37485
7 37485 37500
7 37500 37525
7 37525 37550
7 37550 37565
7 37565 37590
7 37590 37615
7 37615 37640
7 37640 37665
7 37665 37690
7 37690 37715
7 37715 37730
7 37730 37755
7 37755 37780
7 37780 37805
7 37805 37830
7 37830 37855
7 37855 37880
7 37880 37905
7 37905 37920
7 37920 37945
7 37945 37970
7 37970 37995
7 37995 38010
7 38010 38035
7 38035 38060
1 37525 37540
1 37540 37555
1 37555 37580
1 37580 37605
1 37605 37630
1 37630 37645
1 37645 37670
1 37670 37685
1 37685 37700
1 37700 37725
1 37725 37740
1 37740 37755
1 37755 37780
1 37780 37805
1 37805 37820
1 37820 37845
1 37845 37860
1 37860 37885
1 37885 37910
1 37910 37935
1 37935 37960
1 37960 37985
1 37985 38010
1 38010 38035
1 38035 38050
1 38050 38065
1 38065 38090
1 38090 38115
5 38000 38025
5 38040 38065
6 38000 38015
6 38015 38040
6 38040 38065
6 38065 38080
6 38080 38105
6 38105 38130
6 38130 38155
6 38155 38170
8 38135 38150
8 38150 38175
8 38175 38200
8 38200 38225
5 38145 38170
5 38175 38190
5 38190 38215
5 38215 38240
5 38240 38265
5 38270 38295
5 38375 38400
5 38410 38435
5 38435 38460
5 38460 38485
6 38170 38185
6 38185 38200
6 38200 38225
6 38255 38270
6 38270 38295
6 38295 38320
6 38320 38345
6 38380 38405
6 38460 38475
6 38475 38500
6 38500 38525
8 38445 38470
8 38490 38515
8 38530 38555
7 38060 38085
7 38085 38100
7 38100 38115
7 38115 38140
7 38140 38155
7 38155 38170
7 38170 38185
7 38185 38210
7 38210 38235
7 38235 38260
7 38260 38285
7 38285 38310
7 38310 38335
7 38335 38350
7 38350 38375
7 38375 38390
7 38390 38415
7 38415 38430
7 38430 38455
7 38455 38470
7 38470 38495
7 38495 38520
7 38520 38545
7 38545 38570
7 38570 38595
1 38115 38130
1 38130 38145
1 38145 38160
1 38160 38185
1 38185 38210
1 38210 38225
1 38225 38250
1 38250 38265
1 38265 38280
1 38280 38305
1 38305 38330
1 38330 38355
1 38355 38380
1 38380 38405
1 38405 38420
1 38420 38445
1 38445 38460
1 38460 38485
1 38485 38500
1 38500 38525
1 38525 38540
1 38540 38565
1 38565 38590
1 38590 38605
1 38605 38630
1 38630 38645
1 38645 38670
5 38600 38625
5 38725 38750
8 38590 38605
8 38605 38630
8 38630 38655
8 38655 38680
6 38780 38795
6 38795 38820
6 38820 38845
6 38845 38870
6 38890 38915
5 38780 38805
5 38810 38835
5 38890 38915
5 39000 39015
5 39015 39040
1 38670 38695
1 38695 38720
1 38720 38735
1 38735 38760
1 38760 38785
1 38785 38810
1 38810 38835
1 38835 38860
1 38860 38885
1 38885 38900
1 38900 38925
1 38925 38950
1 38950 38975
1 38975 39000
1 39000 39015
1 39015 39040
1 39040 39065
1 39065 39090
1 39090 39115
1 39115 39140
1 39140 39165
1 39165 39180
1 39180 39195
1 39195 39210
1 39210 39235
7 38595 38610
7 38610 38635
7 38635 38660
7 38660 38685
7 38685 38710
7 38710 38735
7 38735 38760
7 38760 38775
7 38775 38790
7 38790 38805
7 38805 38820
7 38820 38835
7 38835 38860
7 38860 38885
7 38885 38910
7 38910 38935
7 38935 38950
7 38950 38975
7 38975 39000
7 39000 39015
7 39015 39040
7 39040 39065
7 39065 39090
7 39090 39105
7 39105 39130
7 39130 39155
7 39155 39180
7 39180 39205
7 39205 39220
7 39220 39245
5 39095 39120
5 39185 39210
5 39250 39275
5 39280 39295
5 39295 39320
5 39320 39345
6 39095 39110
6 39110 39135
6 39135 39160
6 39200 39225
6 39275 39300
8 39170 39195
8 39240 39255
8 39255 39270
8 39270 39285
8 39285 39310
8 39310 39335
12 39260 39275
12 39275 39300
12 39300 39325
6 39515 39530
6 39530 39555
6 39555 39580
6 39580 39605
5 39420 39435
5 39435 39460
5 39460 39485
5 39515 39540
8 39345 39360
8 39360 39385
8 39385 39410
8 39410 39435
8 39465 39490
1 39235 39250
1 39250 39275
1 39275 39290
1 39290 39315
1 39315 39340
1 39340 39355
1 39355 39370
1 39370 39395
1 39395 39420
1 39420 39435
1 39435 39460
1 39460 39475
1 39475 39500
1 39500 39525
1 39525 39550
1 39550 39575
1 39575 39600
1 39600 39625
1 39625 39640
1 39640 39655
1 39655 39670
1 39670 39685
1 39685 39710
1 39710 39725
1 39725 39740
1 39740 39765
1 39765 39780
1 39780 39795
1 39795 39810
1 39810 39835
1 39835 39860
7 39245 39260
7 39260 39285
7 39285 39310
7 39310 39335
7 39335 39360
7 39360 39385
7 39385 39410
7 39410 39435
7 39435 39460
7 39460 39485
7 39485 39510
7 39510 39525
7 39525 39540
7 39540 39565
7 39565 39590
7 39590 39615
7 39615 39640
7 39640 39665
7 39665 39690
7 39690 39715
7 39715 39730
7 39730 39755
7 39755 39780
7 39780 39795
7 39795 39810
7 39810 39835
7 39835 39860
7 39860 39875
6 39625 39650
6 39660 39675
6 39675 39690
6 39690 39715
6 39715 39740
6 39770 39795
6 39795 39820
6 39820 39845
8 39730 39755
8 39785 39810
5 39645 39670
5 39675 39700
5 39700 39725
5 39725 39750
5 39750 39765
5 39765 39790
5 39790 39815
5 39815 39840
5 39865 39880
5 39880 39895
5 39895 39910
5 39910 39935
5 39935 39960
5 39995 40020
6 39930 39955
6 39965 39980
6 39980 40005
6 40005 40030
6 40030 40055
6 40055 40080
6 40080 40105
8 40005 40030
8 40030 40045
8 40045 40070
8 40070 40095
8 40110 40135
8 40135 40160
5 40065 40090
5 40100 40125
5 40125 40150
7 39875 39900
7 39900 39925
7 39925 39940
7 39940 39965
7 39965 39990
7 39990 40005
7 40005 40020
7 40020 40035
7 40035 40060
7 40060 40075
7 40075 40100
7 40100 40115
7 40115 40140
7 40140 40165
7 40165 40180
7 40180 40205
7 40205 40230
7 40230 40255
7 40255 40280
7 40280 40295
7 40295 40320
7 40320 40345
7 40345 40370
7 40370 40385
1 39860 39885
1 39885 39910
1 39910 39935
1 39935 39960
1 39960 39975
1 39975 40000
1 40000 40015
1 40015 40030
1 40030 40045
1 40045 40070
1 40070 40095
1 40095 40110
1 40110 40125
1 40125 40140
1 40140 40165
1 40165 40190
1 40190 40215
1 40215 40240
1 40240 40265
1 40265 40290
1 40290 40315
1 40315 40330
1 40330 40355
1 40355 40370
1 40370 40395
1 40395 40410
1 40410 40435
8 40320 40345
8 40400 40425
5 40360 40385
5 40510 40535
7 40385 40410
7 40410 40435
7 40435 40460
7 40580 40595
7 40595 40610
7 40610 40635
7 40635 40660
7 40660 40685
9 40650 40675
5 40600 40625
6 40510 40535
6 40600 40625
8 40580 40595
8 40595 40620
8 40620 40645
8 40645 40660
8 40660 40685
6 40750 40775
7 40750 40775
7 40835 40860
8 40835 40860
1 40435 40460
1 40460 40485
1 40485 40510
1 40510 40525
1 40525 40550
1 40550 40575
1 40575 40590
1 40590 40605
1 40605 40630
1 40630 40645
1 40645 40670
1 40670 40695
1 40695 40720
1 40720 40745
1 40745 40760
1 40760 40785
1 40785 40810
1 40810 40835
1 40835 40850
1 40850 40875
1 40875 40900
1 40900 40925
1 40925 40950
1 40950 40975
1 40975 41000
1 41000 41015
1 41015 41040
1 41040 41065
5 41005 41030
5 41185 41210
6 41005 41030
6 41070 41095
7 41070 41095
8 41325 41350
8 41355 41380
6 41185 41210
6 41335 41360
7 41325 41340
7 41340 41365
7 41365 41390
1 41065 41080
1 41080 41105
1 41105 41130
1 41130 41155
1 41155 41180
1 41180 41195
1 41195 41220
1 41220 41245
1 41245 41270
1 41270 41295
1 41295 41320
1 41320 41335
1 41335 41350
1 41350 41365
1 41365 41390
1 41390 41415
